epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,168.23,1.46237,2.51624,1.98649,1.41432,0.81302,0.2,0.27111,0.14842,0.77514,0.18824,0.24032,0.09713,2.33262,3.51375,3.11196,1.80612,0.000858239,0.000858239,0.000858239
20,174.811,1.4547,2.47756,1.88506,1.40226,0.82457,0.21176,0.28548,0.15505,0.81794,0.2,0.26318,0.10294,2.13665,3.4051,2.99696,1.70646,0.000893001,0.000893001,0.000893001
21,182.007,1.46787,2.39886,1.89149,1.368,0.9715,0.17647,0.32804,0.17012,0.95179,0.14833,0.28817,0.11678,2.1318,4.06439,2.93027,1.69293,0.000891022,0.000891022,0.000891022
22,189.613,1.505,2.56638,1.84077,1.39263,0.95402,0.15778,0.32275,0.15668,0.56173,0.22618,0.30575,0.10817,2.13647,4.10509,2.87527,1.70645,0.000880023,0.000880023,0.000880023
23,197.973,1.46199,2.43029,1.87527,1.41241,0.59492,0.30446,0.33646,0.17987,0.58,0.29188,0.32028,0.12637,2.09514,3.4696,2.69976,1.69715,0.000869024,0.000869024,0.000869024
24,205.586,1.47277,2.69357,1.79295,1.39539,0.64108,0.32436,0.34455,0.21266,0.76888,0.26597,0.36193,0.16842,2.00417,3.31603,2.38645,1.53029,0.000858025,0.000858025,0.000858025
25,212.536,1.39213,2.38685,1.76703,1.36793,0.65708,0.35463,0.3613,0.21522,0.83922,0.26706,0.38413,0.17832,1.91523,3.16533,2.21078,1.52796,0.000847026,0.000847026,0.000847026
26,222.142,1.43199,2.47893,1.76619,1.37308,0.67427,0.34826,0.34609,0.19702,0.66612,0.34005,0.35693,0.16681,1.99396,3.2584,2.26179,1.57716,0.000836027,0.000836027,0.000836027
27,228.892,1.35895,2.19843,1.70906,1.34577,0.72194,0.26963,0.33006,0.19631,0.31974,0.4589,0.3632,0.15684,2.0807,3.47975,2.29875,1.59089,0.000825029,0.000825029,0.000825029
28,236.045,1.35034,2.46169,1.69319,1.3414,0.69353,0.28944,0.36205,0.21575,0.7221,0.29853,0.36843,0.1594,1.97834,3.07323,2.31053,1.54943,0.00081403,0.00081403,0.00081403
29,242.451,1.36309,2.27347,1.65609,1.33,0.56437,0.32017,0.3513,0.20647,0.598,0.31737,0.36829,0.16032,2.08062,2.98616,2.33476,1.61095,0.000803031,0.000803031,0.000803031
30,248.966,1.47035,2.32971,1.72588,1.35894,0.4251,0.45886,0.3483,0.19224,0.44571,0.47519,0.38117,0.16197,2.05719,3.03758,2.34635,1.61363,0.000792032,0.000792032,0.000792032
31,255.289,1.30808,2.17734,1.62278,1.31732,0.50201,0.51466,0.35488,0.16613,0.45647,0.5197,0.34542,0.15616,1.97142,3.15328,2.35566,1.58072,0.000781033,0.000781033,0.000781033
32,261.947,1.31724,2.20795,1.62373,1.31126,0.5099,0.43238,0.39053,0.21327,0.5337,0.38382,0.36828,0.18071,2.07748,3.14419,2.13501,1.6048,0.000770034,0.000770034,0.000770034
33,268.994,1.32878,2.23349,1.54903,1.31526,0.50207,0.42955,0.41592,0.23644,0.48091,0.40696,0.39093,0.19467,1.9837,3.17436,2.0746,1.55573,0.000759035,0.000759035,0.000759035
34,273.921,1.36472,2.20854,1.64194,1.33345,0.41449,0.51945,0.43852,0.24677,0.39574,0.48964,0.4196,0.20646,1.92601,2.99203,1.99619,1.51134,0.000748036,0.000748036,0.000748036
35,277.851,1.35544,2.22297,1.59004,1.3218,0.41112,0.53865,0.41517,0.21912,0.38792,0.50421,0.39259,0.18777,2.01248,2.79534,2.15533,1.53885,0.000737037,0.000737037,0.000737037
36,283.088,1.3195,2.16837,1.57166,1.28676,0.35698,0.34607,0.4083,0.21392,0.3996,0.37798,0.35945,0.14418,2.00597,3.0154,2.06502,1.55116,0.000726038,0.000726038,0.000726038
37,288.132,1.29743,2.11878,1.49883,1.2942,0.42213,0.54391,0.4368,0.24289,0.37954,0.48644,0.38404,0.16819,1.82626,3.07254,1.973,1.52688,0.00071504,0.00071504,0.00071504
38,295.3,1.28387,2.0546,1.49747,1.29662,0.46032,0.5003,0.45188,0.24335,0.43242,0.50255,0.41961,0.17231,1.7274,3.03287,2.073,1.49555,0.000704041,0.000704041,0.000704041
39,302.86,1.34039,2.12283,1.48481,1.27607,0.39533,0.53693,0.44973,0.24061,0.3606,0.481,0.39817,0.16117,1.79465,3.13854,2.17862,1.50629,0.000693042,0.000693042,0.000693042
40,309.609,1.24483,2.01632,1.44324,1.26093,0.57528,0.43202,0.46473,0.26601,0.54991,0.44191,0.45694,0.1972,1.78829,3.10566,2.11324,1.55602,0.000682043,0.000682043,0.000682043
41,317.578,1.30862,2.06162,1.45254,1.25833,0.66291,0.33332,0.43928,0.27174,0.70362,0.3357,0.44423,0.21367,1.79104,3.03764,2.11806,1.54407,0.000671044,0.000671044,0.000671044
42,325.017,1.24623,2.06236,1.47356,1.24271,0.42688,0.39387,0.42444,0.2772,0.69799,0.3161,0.43226,0.20923,1.75249,3.0416,2.07729,1.49429,0.000660045,0.000660045,0.000660045
43,331.507,1.22038,2.12549,1.39818,1.25003,0.44652,0.46864,0.44583,0.28112,0.45814,0.41327,0.43855,0.22349,1.80494,3.05655,2.02637,1.47949,0.000649046,0.000649046,0.000649046
44,339.499,1.25285,2.07491,1.42636,1.24549,0.444,0.50303,0.47422,0.27804,0.44392,0.49746,0.47207,0.23898,1.81844,2.85811,1.97317,1.46578,0.000638047,0.000638047,0.000638047
45,347.391,1.23149,2.05866,1.41743,1.27604,0.40733,0.55445,0.49376,0.28241,0.43549,0.52127,0.47791,0.24671,1.80966,2.8463,1.93556,1.45193,0.000627048,0.000627048,0.000627048
46,353.985,1.15406,2.06006,1.41888,1.22215,0.37164,0.49431,0.4546,0.27546,0.37013,0.50524,0.4405,0.22862,1.75905,2.85779,2.04408,1.4613,0.000616049,0.000616049,0.000616049
47,360.824,1.19758,1.9319,1.37615,1.23909,0.3243,0.44628,0.42818,0.26332,0.35114,0.46085,0.41966,0.21964,1.7777,2.90271,2.10494,1.47877,0.000605051,0.000605051,0.000605051
48,371.196,1.1892,1.95473,1.42715,1.23267,0.42423,0.42344,0.45132,0.279,0.44393,0.42143,0.45333,0.24379,1.82263,2.92552,1.94999,1.46263,0.000594052,0.000594052,0.000594052
49,381.083,1.21319,1.98031,1.32642,1.20543,0.46585,0.51604,0.50481,0.29743,0.49776,0.47457,0.4819,0.24939,1.74715,2.72605,1.8498,1.40479,0.000583053,0.000583053,0.000583053
50,389.468,1.21026,2.03813,1.41061,1.22869,0.50338,0.51825,0.53943,0.31795,0.43425,0.58129,0.50617,0.26492,1.6513,2.63255,1.75713,1.36021,0.000572054,0.000572054,0.000572054
51,398.026,1.18371,1.83979,1.34486,1.21348,0.41671,0.54296,0.51046,0.30101,0.40635,0.53044,0.48981,0.25518,1.63793,2.62565,1.78433,1.35649,0.000561055,0.000561055,0.000561055
52,403.564,1.18073,2.01392,1.35029,1.19765,0.45967,0.5596,0.51052,0.30004,0.4022,0.54068,0.49206,0.25032,1.68329,2.58642,1.85453,1.39236,0.000550056,0.000550056,0.000550056
53,410.025,1.17582,1.87906,1.33185,1.21102,0.49854,0.61649,0.50949,0.32141,0.47595,0.59704,0.50095,0.26266,1.65607,2.56887,1.81914,1.37231,0.000539057,0.000539057,0.000539057
54,415.351,1.14233,1.96058,1.25495,1.19035,0.492,0.60334,0.51699,0.33327,0.49462,0.59977,0.52393,0.27528,1.62279,2.58978,1.79854,1.36933,0.000528058,0.000528058,0.000528058
55,422.664,1.15532,1.87427,1.30181,1.19932,0.59369,0.50681,0.53071,0.33951,0.63307,0.52974,0.56184,0.2832,1.62391,2.59506,1.81382,1.36888,0.000517059,0.000517059,0.000517059
56,429.777,1.11917,1.91008,1.30965,1.16764,0.51023,0.57973,0.51306,0.31235,0.53196,0.61785,0.56768,0.27455,1.67196,2.70197,1.97957,1.35783,0.00050606,0.00050606,0.00050606
57,437.406,1.17026,2.04595,1.2886,1.18956,0.46403,0.58111,0.50252,0.30237,0.47356,0.60393,0.52527,0.25307,1.69317,2.61098,2.03022,1.38004,0.000495062,0.000495062,0.000495062
58,445.881,1.16932,1.93003,1.30515,1.20486,0.46456,0.60028,0.48147,0.29862,0.46887,0.59154,0.4964,0.24438,1.71832,2.63668,1.97973,1.38295,0.000484063,0.000484063,0.000484063
59,454.991,1.15243,1.90366,1.26435,1.19735,0.44912,0.60261,0.49381,0.30347,0.47518,0.59477,0.50837,0.2445,1.71443,2.68576,1.92061,1.35547,0.000473064,0.000473064,0.000473064
60,463.079,1.11538,1.86278,1.25973,1.18252,0.4817,0.61741,0.5179,0.31828,0.48808,0.56997,0.50884,0.24431,1.67611,2.75211,1.79068,1.34762,0.000462065,0.000462065,0.000462065
61,471.875,1.15254,1.84629,1.29823,1.20916,0.50673,0.57768,0.52318,0.32968,0.51177,0.58281,0.51124,0.24608,1.66308,2.7044,1.81519,1.35908,0.000451066,0.000451066,0.000451066
62,482.121,1.10822,1.90601,1.27332,1.17836,0.48223,0.57657,0.53446,0.3518,0.48522,0.55573,0.54251,0.27651,1.59266,2.55111,1.80094,1.34892,0.000440067,0.000440067,0.000440067
63,489.935,1.09939,1.80324,1.26746,1.17602,0.53259,0.57719,0.56952,0.35584,0.54491,0.58073,0.58208,0.30795,1.62059,2.47596,1.77941,1.36497,0.000429068,0.000429068,0.000429068
64,498.433,1.18372,1.95374,1.2623,1.19889,0.59213,0.53327,0.56081,0.32256,0.5896,0.57091,0.57915,0.29654,1.65786,2.50841,1.77765,1.36066,0.000418069,0.000418069,0.000418069
65,506.511,1.13231,1.75061,1.21587,1.16004,0.55287,0.56888,0.55429,0.32512,0.58361,0.60329,0.58489,0.28864,1.63935,2.4689,1.75963,1.34457,0.00040707,0.00040707,0.00040707
66,514.818,1.071,1.80699,1.24122,1.17089,0.58076,0.60708,0.56051,0.32496,0.55929,0.6355,0.54925,0.26275,1.61896,2.45286,1.73753,1.3228,0.000396071,0.000396071,0.000396071
67,523.28,1.14819,1.87782,1.2396,1.17511,0.57385,0.62393,0.56654,0.32534,0.5553,0.63022,0.55261,0.25941,1.62415,2.42949,1.71763,1.32002,0.000385073,0.000385073,0.000385073
68,531.336,1.07168,1.78274,1.19614,1.15176,0.5517,0.59351,0.57588,0.34399,0.58477,0.598,0.58681,0.28715,1.6992,2.44054,1.70854,1.3404,0.000374074,0.000374074,0.000374074
69,537.522,1.10658,1.83094,1.20159,1.16767,0.58038,0.58132,0.58872,0.34588,0.56751,0.56043,0.57054,0.2855,1.69804,2.4711,1.725,1.33604,0.000363075,0.000363075,0.000363075
70,544.569,1.07604,1.74925,1.18373,1.15382,0.57634,0.5832,0.58835,0.34602,0.55601,0.56101,0.56484,0.28783,1.66753,2.55459,1.73132,1.31642,0.000352076,0.000352076,0.000352076
71,552.428,1.04815,1.69288,1.18994,1.13779,0.57412,0.59607,0.58741,0.35685,0.58667,0.58261,0.57805,0.29836,1.63348,2.60911,1.70795,1.29646,0.000341077,0.000341077,0.000341077
72,560.437,1.055,1.69114,1.20607,1.15431,0.5859,0.61532,0.62049,0.37421,0.58933,0.60842,0.59748,0.31124,1.63128,2.59314,1.64932,1.30206,0.000330078,0.000330078,0.000330078
73,567.647,1.08322,1.78411,1.16932,1.16793,0.61016,0.62739,0.6283,0.37097,0.58361,0.59691,0.57972,0.31315,1.64155,2.51468,1.61925,1.3058,0.000319079,0.000319079,0.000319079
74,575.038,1.0907,1.73145,1.20311,1.154,0.60089,0.61259,0.62456,0.37276,0.5777,0.59536,0.60261,0.32025,1.62102,2.48236,1.60078,1.30257,0.00030808,0.00030808,0.00030808
75,583.224,1.08582,1.72749,1.17628,1.14598,0.61496,0.61001,0.62186,0.3719,0.59089,0.57522,0.58869,0.31226,1.60107,2.46965,1.59555,1.30635,0.000297081,0.000297081,0.000297081
76,591.581,1.03184,1.60343,1.12651,1.12599,0.65687,0.56964,0.65818,0.38541,0.58277,0.59822,0.61359,0.32067,1.59337,2.44537,1.58608,1.29318,0.000286083,0.000286083,0.000286083
77,600.161,1.05542,1.62016,1.14915,1.1433,0.64556,0.60652,0.6393,0.38258,0.59518,0.58827,0.61097,0.32583,1.60557,2.42979,1.57209,1.28818,0.000275084,0.000275084,0.000275084
78,609.636,1.05407,1.69528,1.16638,1.15854,0.64663,0.59211,0.62554,0.38147,0.61779,0.56479,0.59139,0.3306,1.62126,2.43731,1.57485,1.29376,0.000264085,0.000264085,0.000264085
79,618.661,1.05314,1.69533,1.1601,1.14097,0.59725,0.5799,0.60898,0.37185,0.57004,0.55623,0.59447,0.32719,1.65504,2.47905,1.58972,1.30048,0.000253086,0.000253086,0.000253086
80,626.98,1.04454,1.55709,1.12298,1.15704,0.57405,0.60158,0.60999,0.3811,0.55283,0.57791,0.59505,0.32569,1.65915,2.46313,1.60397,1.28388,0.000242087,0.000242087,0.000242087
81,638.56,1.09294,1.71103,1.14167,1.15871,0.58877,0.62989,0.62015,0.39211,0.58103,0.6156,0.60579,0.32577,1.63692,2.40793,1.59508,1.28909,0.000231088,0.000231088,0.000231088
82,647.563,1.0243,1.60301,1.12516,1.13498,0.58746,0.6204,0.62811,0.39026,0.59123,0.61546,0.61311,0.32421,1.61917,2.37004,1.57616,1.29581,0.000220089,0.000220089,0.000220089
83,656.747,1.02724,1.75898,1.1327,1.12588,0.564,0.63076,0.63411,0.38878,0.56104,0.62051,0.58982,0.31916,1.61208,2.35053,1.58076,1.30056,0.00020909,0.00020909,0.00020909
84,665.2,1.03666,1.63596,1.1154,1.1472,0.57458,0.57337,0.6382,0.38275,0.57889,0.5803,0.60905,0.31279,1.63004,2.38915,1.62156,1.31261,0.000198091,0.000198091,0.000198091
85,674.554,1.002,1.57378,1.11444,1.11568,0.57171,0.57937,0.6374,0.37619,0.5816,0.58105,0.62125,0.30969,1.64233,2.40286,1.65276,1.31524,0.000187092,0.000187092,0.000187092
86,682.946,1.0404,1.69039,1.12084,1.13653,0.61614,0.56769,0.64173,0.3783,0.60815,0.57181,0.61986,0.31617,1.64745,2.39244,1.66951,1.31292,0.000176094,0.000176094,0.000176094
87,690.703,1.02998,1.60307,1.14102,1.11424,0.5805,0.6168,0.65305,0.3854,0.57857,0.58581,0.62723,0.32441,1.63227,2.37313,1.64826,1.30385,0.000165095,0.000165095,0.000165095
88,699.924,1.03828,1.66698,1.12139,1.12539,0.57242,0.61576,0.65957,0.40379,0.54569,0.63733,0.63937,0.33105,1.5646,2.35723,1.59405,1.27862,0.000154096,0.000154096,0.000154096
89,709.087,1.02455,1.67633,1.09312,1.13979,0.62716,0.63465,0.66374,0.4059,0.57928,0.64811,0.64246,0.33695,1.54172,2.34676,1.57531,1.27172,0.000143097,0.000143097,0.000143097
90,724.652,1.03126,1.68479,1.12178,1.12372,0.63997,0.63091,0.66863,0.4118,0.59904,0.63904,0.64173,0.34194,1.54065,2.34224,1.5532,1.26759,0.000132098,0.000132098,0.000132098
91,738.06,1.2152,1.67878,1.56762,1.20009,0.64775,0.61746,0.66772,0.41205,0.60453,0.67745,0.65303,0.34679,1.53558,2.34402,1.542,1.26348,0.000121099,0.000121099,0.000121099
92,746.603,1.25078,1.82143,1.5762,1.19464,0.67312,0.62391,0.67268,0.42584,0.59334,0.6689,0.65919,0.35238,1.54393,2.32107,1.54673,1.2734,0.0001101,0.0001101,0.0001101
93,755.312,1.28988,1.7598,1.63516,1.2257,0.67412,0.62061,0.65911,0.41605,0.66317,0.59443,0.6595,0.34903,1.55948,2.29496,1.57502,1.28725,9.91012e-05,9.91012e-05,9.91012e-05
94,763.051,1.23322,1.74264,1.53674,1.18565,0.62866,0.60937,0.65709,0.41422,0.61307,0.5872,0.64923,0.34964,1.56895,2.28747,1.58982,1.29453,8.81023e-05,8.81023e-05,8.81023e-05
95,773.13,1.21587,1.7647,1.47826,1.17983,0.61493,0.61028,0.65606,0.40964,0.5649,0.59122,0.62368,0.34029,1.57118,2.28683,1.59863,1.29913,7.71034e-05,7.71034e-05,7.71034e-05
96,780.252,1.27745,1.78124,1.54521,1.19022,0.58943,0.59584,0.66487,0.40899,0.55017,0.59773,0.63008,0.33735,1.56649,2.29785,1.60794,1.29654,6.61045e-05,6.61045e-05,6.61045e-05
97,786.414,1.2328,1.79596,1.48412,1.21349,0.63917,0.55135,0.65812,0.40616,0.55145,0.60499,0.64692,0.33145,1.56238,2.31057,1.61423,1.29195,5.51056e-05,5.51056e-05,5.51056e-05
98,792.892,1.19846,1.68344,1.41584,1.16328,0.62861,0.57978,0.65524,0.41116,0.6225,0.59309,0.64364,0.33046,1.55811,2.32309,1.61566,1.28607,4.41067e-05,4.41067e-05,4.41067e-05
99,799.734,1.21669,1.6878,1.40961,1.17835,0.62815,0.59854,0.65196,0.40453,0.60043,0.5844,0.61839,0.32739,1.54281,2.32521,1.61301,1.27855,3.31078e-05,3.31078e-05,3.31078e-05
100,804.194,1.1893,1.66736,1.38931,1.19125,0.6156,0.61066,0.65574,0.40249,0.58359,0.60098,0.62179,0.33189,1.52076,2.31992,1.59853,1.27229,2.21089e-05,2.21089e-05,2.21089e-05
