epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,1191.1,1.10526,1.86633,1.07845,1.12361,0.65217,0.64103,0.66244,0.42529,0.68886,0.62977,0.65993,0.37364,1.52713,2.31467,1.39182,1.2032,0.000495062,0.000495062,0.000495062
58,1205.5,1.08417,1.8278,1.0571,1.11982,0.61386,0.66253,0.6426,0.39085,0.61098,0.65535,0.65425,0.34424,1.53632,2.3023,1.51261,1.18783,0.000484063,0.000484063,0.000484063
59,1226.85,1.12717,1.86474,1.07752,1.12206,0.64658,0.57373,0.62663,0.39229,0.6235,0.57143,0.61751,0.34641,1.53309,2.28515,1.46589,1.20807,0.000473064,0.000473064,0.000473064
60,1244.05,1.08281,1.82281,1.06827,1.11149,0.64699,0.63215,0.67868,0.40972,0.6274,0.61444,0.68066,0.35704,1.55479,2.33271,1.45941,1.2247,0.000462065,0.000462065,0.000462065
61,1263.58,1.08125,1.80228,1.04688,1.11303,0.67636,0.57748,0.66106,0.41208,0.66477,0.57142,0.66454,0.37892,1.5527,2.41102,1.44821,1.19749,0.000451066,0.000451066,0.000451066
62,1283.15,1.07878,1.81469,1.063,1.10912,0.63395,0.62018,0.67384,0.42923,0.59373,0.66891,0.67378,0.35665,1.46679,2.13519,1.46557,1.18401,0.000440067,0.000440067,0.000440067
63,1305.21,1.05858,1.77152,1.03339,1.09912,0.63516,0.68398,0.67406,0.43248,0.63516,0.68398,0.66868,0.39741,1.51499,2.29819,1.41569,1.17012,0.000429068,0.000429068,0.000429068
64,1328.38,1.07184,1.81904,1.02165,1.10644,0.65861,0.66065,0.66059,0.41905,0.61484,0.65995,0.64772,0.35958,1.5307,2.30929,1.40798,1.19761,0.000418069,0.000418069,0.000418069
65,1346.86,1.06767,1.78601,1.02847,1.10869,0.58214,0.69687,0.6687,0.4287,0.58239,0.6911,0.65363,0.37157,1.49853,2.26288,1.45409,1.18142,0.00040707,0.00040707,0.00040707
66,1367.2,1.0772,1.74969,1.02172,1.09462,0.58455,0.69167,0.65638,0.43333,0.58455,0.69167,0.6614,0.38741,1.4507,2.35503,1.4285,1.16855,0.000396071,0.000396071,0.000396071
67,1385.16,1.08076,1.78231,1.02569,1.09543,0.63934,0.68527,0.68765,0.43324,0.63178,0.66218,0.67419,0.39613,1.51942,2.24672,1.40698,1.16654,0.000385073,0.000385073,0.000385073
68,1404.05,1.07164,1.77898,1.03798,1.10182,0.61129,0.70861,0.67373,0.42875,0.63458,0.69419,0.68032,0.4019,1.47544,2.2946,1.42333,1.1723,0.000374074,0.000374074,0.000374074
69,1421.41,1.07044,1.75213,1.02054,1.09206,0.60117,0.66774,0.68526,0.45545,0.5678,0.68009,0.68303,0.38371,1.47386,2.25074,1.37041,1.14986,0.000363075,0.000363075,0.000363075
70,1445.74,1.04901,1.71673,0.99303,1.09668,0.67155,0.60864,0.6438,0.4214,0.62476,0.64783,0.63519,0.35916,1.43979,2.32738,1.38211,1.14392,0.000352076,0.000352076,0.000352076
71,1469.28,1.05455,1.78751,1.014,1.08967,0.7351,0.64359,0.71436,0.47026,0.71854,0.63328,0.68937,0.4162,1.46754,2.40631,1.41026,1.15596,0.000341077,0.000341077,0.000341077
72,1489.55,1.03809,1.77179,0.96977,1.08467,0.72645,0.65845,0.72199,0.47028,0.64793,0.65113,0.68291,0.40337,1.46785,2.26549,1.39851,1.15524,0.000330078,0.000330078,0.000330078
73,1503.98,1.03432,1.72533,0.98872,1.08647,0.70311,0.69646,0.71213,0.4688,0.72749,0.66432,0.70175,0.40175,1.40817,2.17627,1.33358,1.13239,0.000319079,0.000319079,0.000319079
74,1528.05,1.01613,1.72243,0.95735,1.07365,0.75436,0.67979,0.73095,0.47049,0.74704,0.6732,0.71688,0.42288,1.46656,2.27807,1.38492,1.14905,0.00030808,0.00030808,0.00030808
75,1545.15,1.02684,1.67386,0.96601,1.07673,0.68089,0.67998,0.71014,0.45382,0.68479,0.671,0.70438,0.40406,1.46515,2.32374,1.41545,1.16394,0.000297081,0.000297081,0.000297081
76,1563.72,1.02477,1.73012,0.97668,1.07997,0.61498,0.69118,0.69225,0.44759,0.59825,0.69333,0.67626,0.38537,1.45836,2.42021,1.39602,1.13067,0.000286083,0.000286083,0.000286083
77,1589.38,1.0226,1.70503,0.96716,1.07136,0.6765,0.6928,0.70078,0.46011,0.6647,0.68151,0.70272,0.40525,1.46686,2.27383,1.37821,1.11111,0.000275084,0.000275084,0.000275084
78,1615.6,1.02604,1.73203,0.94323,1.08039,0.76941,0.65176,0.69843,0.46163,0.7663,0.64792,0.67756,0.39928,1.44419,2.29892,1.3764,1.12924,0.000264085,0.000264085,0.000264085
79,1631.52,1.00686,1.6873,0.94647,1.06195,0.74026,0.65391,0.69991,0.46629,0.74967,0.64379,0.69382,0.40041,1.43374,2.22702,1.39591,1.11099,0.000253086,0.000253086,0.000253086
80,1649.53,0.99614,1.71874,0.94952,1.06871,0.74698,0.64685,0.70427,0.46697,0.78168,0.6094,0.70036,0.40755,1.49091,2.29565,1.36747,1.14277,0.000242087,0.000242087,0.000242087
81,1668.92,0.99094,1.69988,0.93391,1.06537,0.69106,0.65917,0.70075,0.45821,0.73534,0.61951,0.70671,0.39842,1.45058,2.20999,1.33925,1.12359,0.000231088,0.000231088,0.000231088
82,1688.69,0.98886,1.65064,0.92211,1.05969,0.69069,0.6879,0.70466,0.45991,0.65591,0.6755,0.69556,0.41404,1.46173,2.31858,1.40188,1.15411,0.000220089,0.000220089,0.000220089
83,1705.48,1.00221,1.66242,0.92923,1.06234,0.70861,0.72958,0.71089,0.46046,0.68729,0.71248,0.70419,0.41409,1.43383,2.21618,1.38132,1.11642,0.00020909,0.00020909,0.00020909
84,1726.04,0.98656,1.60426,0.91019,1.06049,0.68795,0.70515,0.72459,0.47832,0.71511,0.71822,0.7233,0.43135,1.45107,2.24167,1.34967,1.11053,0.000198091,0.000198091,0.000198091
85,1747.09,0.96656,1.63005,0.91548,1.063,0.76373,0.65085,0.72978,0.48338,0.77155,0.65193,0.73695,0.43026,1.423,2.13669,1.35699,1.11175,0.000187092,0.000187092,0.000187092
86,1766.3,0.98421,1.62308,0.90737,1.05731,0.77634,0.67202,0.7239,0.4919,0.76366,0.70595,0.71415,0.4261,1.42507,2.28819,1.3176,1.1176,0.000176094,0.000176094,0.000176094
87,1782.18,0.97354,1.64229,0.90184,1.0623,0.75732,0.68325,0.72296,0.48552,0.74614,0.67119,0.71508,0.42082,1.39373,2.21433,1.29557,1.09505,0.000165095,0.000165095,0.000165095
88,1804.8,0.98321,1.61736,0.90299,1.05086,0.70639,0.67687,0.68975,0.45815,0.71471,0.6527,0.69418,0.41601,1.44061,2.30885,1.33806,1.0953,0.000154096,0.000154096,0.000154096
89,1825.59,0.97278,1.62473,0.89467,1.05495,0.74096,0.65927,0.72711,0.49409,0.73888,0.67074,0.73024,0.44529,1.39956,2.20052,1.29992,1.08641,0.000143097,0.000143097,0.000143097
90,1846.88,0.96445,1.62113,0.89894,1.05193,0.75651,0.70421,0.74464,0.48093,0.75842,0.69322,0.73929,0.44164,1.40896,2.20253,1.31647,1.10437,0.000132098,0.000132098,0.000132098
91,1865.56,1.23135,1.70708,1.14929,1.0855,0.75324,0.70423,0.74866,0.49771,0.76444,0.70234,0.7564,0.44913,1.38114,2.16084,1.31699,1.12879,0.000121099,0.000121099,0.000121099
92,1878.65,1.21027,1.67744,1.06283,1.06824,0.74698,0.66466,0.72598,0.49595,0.76422,0.65549,0.73863,0.44702,1.35346,2.13732,1.33314,1.09453,0.0001101,0.0001101,0.0001101
93,1892.7,1.21221,1.68947,1.05242,1.0601,0.75965,0.6673,0.7478,0.48533,0.76186,0.67246,0.74878,0.44726,1.40651,2.14947,1.29291,1.10624,9.91012e-05,9.91012e-05,9.91012e-05
94,1907.3,1.21784,1.6688,1.06319,1.06653,0.78438,0.68431,0.7456,0.50243,0.77804,0.67991,0.74412,0.45656,1.38588,2.13286,1.25887,1.0992,8.81023e-05,8.81023e-05,8.81023e-05
95,1918.66,1.24127,1.67454,1.07055,1.05782,0.74979,0.70493,0.75425,0.51268,0.79828,0.67768,0.75784,0.46754,1.36059,2.1157,1.28072,1.10768,7.71034e-05,7.71034e-05,7.71034e-05
96,1930.18,1.16125,1.61003,1.00023,1.04746,0.78655,0.70201,0.76178,0.51534,0.78589,0.69978,0.75869,0.46787,1.37193,2.1927,1.28091,1.10496,6.61045e-05,6.61045e-05,6.61045e-05
97,1941.75,1.15266,1.5705,0.98953,1.03471,0.72105,0.72308,0.75592,0.51618,0.71616,0.71868,0.75034,0.45954,1.36983,2.22756,1.30111,1.09649,5.51056e-05,5.51056e-05,5.51056e-05
98,1953.18,1.18551,1.62707,1.01916,1.04828,0.74437,0.71182,0.74849,0.51674,0.76245,0.69051,0.7447,0.45548,1.3746,2.17699,1.29389,1.09655,4.41067e-05,4.41067e-05,4.41067e-05
99,1964.58,1.17999,1.61692,1.01145,1.03735,0.79164,0.69627,0.75509,0.52258,0.78985,0.68883,0.75028,0.46057,1.36898,2.15817,1.27784,1.09582,3.31078e-05,3.31078e-05,3.31078e-05
100,1975.92,1.177,1.58513,0.99929,1.04067,0.77537,0.70201,0.76076,0.52205,0.77093,0.69542,0.75534,0.46092,1.3645,2.16653,1.2838,1.08976,2.21089e-05,2.21089e-05,2.21089e-05
