epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1901.31,1.12082,2.30493,1.171,1.21071,0.50779,0.66556,0.57592,0.37655,0.52131,0.68432,0.5953,0.32682,1.46355,1.84213,1.58253,1.24512,0.000781033,0.000781033,0.000781033
32,1958.14,1.11395,2.29712,1.1738,1.21477,0.65575,0.61222,0.66161,0.4034,0.64318,0.62389,0.66149,0.38239,1.43515,1.88604,1.42126,1.20263,0.000770034,0.000770034,0.000770034
33,2000.5,1.08977,2.26817,1.1465,1.19811,0.56468,0.64646,0.63516,0.3986,0.57879,0.62146,0.63991,0.37792,1.42387,1.80103,1.52218,1.14684,0.000759035,0.000759035,0.000759035
34,2076.76,1.10092,2.24676,1.14143,1.19745,0.6189,0.65238,0.6715,0.41898,0.69556,0.5831,0.66674,0.41725,1.49332,1.90015,1.41475,1.20485,0.000748036,0.000748036,0.000748036
35,2149.69,1.07974,2.22325,1.11898,1.18719,0.63092,0.65804,0.70447,0.43823,0.63116,0.66398,0.69334,0.4208,1.42511,1.91469,1.47101,1.13359,0.000737037,0.000737037,0.000737037
36,2203.48,1.08049,2.21842,1.09844,1.1837,0.7142,0.60167,0.66821,0.38812,0.72865,0.615,0.69115,0.40137,1.58869,1.78759,1.4198,1.18643,0.000726038,0.000726038,0.000726038
37,2274.11,1.06274,2.17648,1.07942,1.17757,0.5768,0.5788,0.60281,0.38686,0.57847,0.57889,0.59901,0.33686,1.41972,1.73768,1.44757,1.16392,0.00071504,0.00071504,0.00071504
38,2351.07,1.06542,2.20115,1.08943,1.18433,0.67513,0.59558,0.6451,0.39394,0.68656,0.60427,0.64881,0.36496,1.41511,1.82767,1.51449,1.15346,0.000704041,0.000704041,0.000704041
39,2408.78,1.05061,2.15274,1.06758,1.17327,0.56956,0.63,0.61026,0.3798,0.58519,0.64278,0.6213,0.331,1.46632,1.94976,1.48496,1.22331,0.000693042,0.000693042,0.000693042
40,2477.83,1.04315,2.14664,1.05968,1.1736,0.57136,0.65731,0.63133,0.40125,0.57053,0.6381,0.62273,0.36531,1.42727,1.82826,1.44168,1.14912,0.000682043,0.000682043,0.000682043
41,2525.49,1.03247,2.11838,1.05606,1.1618,0.57111,0.69097,0.66954,0.39777,0.56473,0.66918,0.65069,0.36659,1.50261,1.87999,1.43747,1.18855,0.000671044,0.000671044,0.000671044
42,2589.84,1.05439,2.14507,1.06618,1.16635,0.64626,0.64314,0.66735,0.42852,0.64228,0.67301,0.66274,0.37841,1.35044,1.79255,1.43583,1.11487,0.000660045,0.000660045,0.000660045
43,2625.47,1.05461,2.13073,1.05148,1.16431,0.63964,0.65959,0.67249,0.43772,0.62614,0.71943,0.67094,0.38723,1.39019,1.84172,1.36904,1.16936,0.000649046,0.000649046,0.000649046
44,2689.44,1.04227,2.11006,1.04751,1.16404,0.6757,0.70299,0.72097,0.4506,0.67385,0.70124,0.71811,0.44969,1.46176,1.9246,1.3552,1.16622,0.000638047,0.000638047,0.000638047
45,2746.8,1.01627,2.08665,1.03288,1.15241,0.62957,0.67668,0.68877,0.45795,0.63427,0.66416,0.68741,0.42864,1.36706,1.6732,1.35997,1.07923,0.000627048,0.000627048,0.000627048
46,2799.81,1.02663,2.06619,1.03239,1.15584,0.63274,0.68466,0.67163,0.44009,0.6824,0.65173,0.65854,0.39208,1.36693,1.78105,1.43853,1.144,0.000616049,0.000616049,0.000616049
47,2853.46,1.02007,2.06986,1.0033,1.14511,0.63929,0.65825,0.68317,0.45394,0.65234,0.679,0.69339,0.41076,1.34049,1.64486,1.32538,1.10441,0.000605051,0.000605051,0.000605051
48,2914.86,1.01291,2.10074,1.01712,1.1513,0.62929,0.71853,0.6905,0.43581,0.63163,0.72187,0.6913,0.42961,1.44789,1.8052,1.35963,1.13523,0.000594052,0.000594052,0.000594052
49,2989.11,1.00576,2.04749,1.00607,1.14672,0.61171,0.67863,0.69088,0.45667,0.62143,0.68167,0.68821,0.41041,1.36353,1.8035,1.42001,1.0996,0.000583053,0.000583053,0.000583053
50,3031.3,1.0026,2.04678,0.99154,1.14179,0.73235,0.59687,0.70481,0.45251,0.70556,0.59349,0.69433,0.43763,1.401,1.70275,1.36603,1.14886,0.000572054,0.000572054,0.000572054
51,3076.33,1.00446,2.0312,1.00314,1.14216,0.60809,0.67733,0.64894,0.43865,0.61286,0.67739,0.64994,0.39347,1.37735,1.77156,1.3679,1.10008,0.000561055,0.000561055,0.000561055
52,3155.09,1.01331,2.01807,0.97276,1.13819,0.68013,0.62235,0.70158,0.44822,0.68045,0.64531,0.69729,0.44337,1.40838,1.75145,1.35053,1.16271,0.000550056,0.000550056,0.000550056
53,3208.6,0.99228,2.04139,0.96845,1.14404,0.80978,0.6461,0.718,0.46918,0.80424,0.65917,0.7201,0.4596,1.3883,1.69576,1.33975,1.07821,0.000539057,0.000539057,0.000539057
54,3266.28,0.99896,2.01686,0.96836,1.13546,0.69176,0.67192,0.71944,0.47238,0.69715,0.67692,0.72359,0.44941,1.34294,1.65169,1.30819,1.07389,0.000528058,0.000528058,0.000528058
55,3329.85,0.98452,1.9536,0.96625,1.13475,0.66956,0.64357,0.67207,0.41654,0.68121,0.64728,0.67159,0.41993,1.49082,1.78798,1.43645,1.12822,0.000517059,0.000517059,0.000517059
56,3378.48,0.98596,1.96276,0.95589,1.12973,0.65414,0.69066,0.70642,0.47112,0.64662,0.68444,0.70309,0.45027,1.2884,1.67593,1.28744,1.06607,0.00050606,0.00050606,0.00050606
57,3439.29,0.99082,2.00323,0.9651,1.13448,0.75197,0.68157,0.73426,0.47154,0.81052,0.63922,0.72217,0.46443,1.41366,1.67021,1.30704,1.11019,0.000495062,0.000495062,0.000495062
58,3535.61,0.98392,1.96184,0.93456,1.12011,0.74825,0.69253,0.72686,0.48489,0.72324,0.67296,0.70419,0.44697,1.25298,1.70164,1.25419,1.07709,0.000484063,0.000484063,0.000484063
59,3582.54,0.97099,1.9447,0.92206,1.11507,0.74916,0.71431,0.74281,0.48046,0.75091,0.71944,0.74238,0.47153,1.34821,1.76213,1.28296,1.1132,0.000473064,0.000473064,0.000473064
60,3633.53,0.9791,1.96643,0.92606,1.12343,0.65842,0.67356,0.69761,0.46519,0.68725,0.64858,0.68555,0.4442,1.29276,1.7098,1.31162,1.1122,0.000462065,0.000462065,0.000462065
61,3675.56,0.96478,1.91735,0.92478,1.12242,0.68108,0.68034,0.72115,0.48022,0.69074,0.66016,0.70092,0.45056,1.30107,1.6879,1.22041,1.08854,0.000451066,0.000451066,0.000451066
62,3741.91,0.96115,1.90774,0.91955,1.11034,0.76865,0.63234,0.73263,0.47277,0.74311,0.61389,0.70394,0.45849,1.32374,1.73056,1.24432,1.07173,0.000440067,0.000440067,0.000440067
63,3786.18,0.96501,1.92301,0.91588,1.11231,0.65472,0.71751,0.70776,0.45199,0.65028,0.71363,0.70199,0.44058,1.41091,1.68298,1.30274,1.13463,0.000429068,0.000429068,0.000429068
64,3860.72,0.95812,1.9079,0.90955,1.1118,0.6907,0.69336,0.70846,0.46473,0.69732,0.65808,0.70031,0.41384,1.2885,1.7404,1.31397,1.11068,0.000418069,0.000418069,0.000418069
65,3914.32,0.94531,1.89697,0.89848,1.10413,0.78094,0.6651,0.73777,0.48663,0.77061,0.66072,0.72875,0.46065,1.29694,1.63153,1.27145,1.09341,0.00040707,0.00040707,0.00040707
66,3956.7,0.94219,1.8955,0.9032,1.11487,0.7015,0.66,0.72817,0.47777,0.73707,0.65865,0.72482,0.46597,1.30229,1.59615,1.29105,1.10635,0.000396071,0.000396071,0.000396071
67,4013.25,0.94635,1.9115,0.89609,1.10871,0.70501,0.65833,0.71536,0.47008,0.73586,0.62459,0.69557,0.43261,1.35709,1.65703,1.26045,1.0833,0.000385073,0.000385073,0.000385073
68,4082.72,0.93014,1.85666,0.87972,1.10601,0.69034,0.65745,0.71567,0.46453,0.69136,0.66108,0.71535,0.44262,1.41223,1.72237,1.30176,1.11956,0.000374074,0.000374074,0.000374074
69,4122.8,0.94789,1.87484,0.8837,1.10473,0.73705,0.74716,0.75942,0.50894,0.75077,0.69249,0.74484,0.49007,1.29344,1.60586,1.22047,1.05375,0.000363075,0.000363075,0.000363075
70,4177.67,0.92558,1.86184,0.86488,1.09487,0.70079,0.70833,0.7324,0.48581,0.71157,0.72111,0.73774,0.46413,1.33073,1.63314,1.22868,1.0822,0.000352076,0.000352076,0.000352076
71,4217.41,0.93919,1.87108,0.88176,1.10284,0.73287,0.69813,0.74904,0.50368,0.72537,0.70896,0.74815,0.5,1.30616,1.58729,1.26063,1.06525,0.000341077,0.000341077,0.000341077
72,4266.7,0.92765,1.84246,0.86731,1.09848,0.69542,0.70226,0.72295,0.49083,0.69616,0.7054,0.72069,0.46,1.279,1.61493,1.25206,1.06093,0.000330078,0.000330078,0.000330078
73,4304,0.91813,1.8263,0.8606,1.09745,0.73363,0.70493,0.72909,0.4909,0.7734,0.6967,0.73783,0.46254,1.26306,1.5539,1.23741,1.07281,0.000319079,0.000319079,0.000319079
74,4337.02,0.92703,1.81759,0.86319,1.09279,0.79118,0.57052,0.73467,0.491,0.75127,0.61425,0.7371,0.46173,1.30661,1.62592,1.26087,1.10779,0.00030808,0.00030808,0.00030808
75,4378.12,0.91176,1.847,0.85766,1.09674,0.7569,0.65438,0.74642,0.50024,0.7461,0.64201,0.73756,0.46225,1.24706,1.64531,1.18221,1.06519,0.000297081,0.000297081,0.000297081
76,4422.16,0.91233,1.82096,0.84933,1.08863,0.60708,0.77883,0.7499,0.50559,0.72238,0.61222,0.74521,0.46296,1.27485,1.61801,1.23436,1.0794,0.000286083,0.000286083,0.000286083
77,4464.7,0.91512,1.81242,0.84517,1.08898,0.74634,0.68088,0.74372,0.49251,0.72319,0.66754,0.73297,0.48302,1.35329,1.65335,1.23721,1.08851,0.000275084,0.000275084,0.000275084
78,4503.82,0.90237,1.78783,0.84368,1.08379,0.7631,0.6681,0.75147,0.50493,0.74517,0.66946,0.75326,0.47085,1.25363,1.61141,1.21083,1.06307,0.000264085,0.000264085,0.000264085
79,4539.95,0.90574,1.7761,0.8178,1.08383,0.72873,0.71189,0.7603,0.50621,0.71702,0.70189,0.73977,0.48039,1.28515,1.63776,1.21008,1.09036,0.000253086,0.000253086,0.000253086
80,4585.39,0.91185,1.79842,0.84532,1.08706,0.65025,0.77229,0.75199,0.5085,0.6851,0.77611,0.75371,0.50432,1.24484,1.62468,1.18561,1.04068,0.000242087,0.000242087,0.000242087
81,4630.55,0.89663,1.75424,0.81955,1.0798,0.71643,0.71703,0.74983,0.51095,0.71678,0.72992,0.74575,0.4872,1.26629,1.70514,1.19174,1.07705,0.000231088,0.000231088,0.000231088
82,4668.22,0.8818,1.74877,0.82388,1.08078,0.64889,0.75588,0.73036,0.49545,0.73289,0.64217,0.72346,0.46984,1.25397,1.61086,1.23024,1.0718,0.000220089,0.000220089,0.000220089
83,4714.79,0.89207,1.78667,0.83146,1.07506,0.72366,0.70626,0.74078,0.50609,0.72565,0.71874,0.74924,0.47072,1.21119,1.56646,1.23556,1.02899,0.00020909,0.00020909,0.00020909
84,4757.52,0.88471,1.74903,0.8131,1.07616,0.73943,0.66893,0.75011,0.50965,0.7433,0.6769,0.74668,0.46374,1.23001,1.65182,1.18803,1.05186,0.000198091,0.000198091,0.000198091
85,4804.56,0.89542,1.78297,0.81509,1.07836,0.7335,0.71944,0.75278,0.51972,0.74148,0.72944,0.7472,0.47609,1.24503,1.66094,1.18395,1.0594,0.000187092,0.000187092,0.000187092
86,4868.34,0.88104,1.74899,0.80779,1.07103,0.70203,0.73776,0.74424,0.5026,0.6644,0.73564,0.72891,0.47722,1.27876,1.6236,1.21057,1.07364,0.000176094,0.000176094,0.000176094
87,4917.64,0.87795,1.74181,0.80622,1.06839,0.75143,0.71975,0.77081,0.51911,0.74161,0.71308,0.76177,0.49626,1.24603,1.57208,1.17317,1.06708,0.000165095,0.000165095,0.000165095
88,4958.04,0.87453,1.71406,0.80089,1.06512,0.76447,0.69046,0.74848,0.51129,0.77815,0.68018,0.75591,0.49732,1.23356,1.55539,1.17908,1.04365,0.000154096,0.000154096,0.000154096
89,4989.99,0.87505,1.71409,0.79403,1.07074,0.7701,0.69574,0.76117,0.5205,0.7692,0.69908,0.75181,0.50362,1.22774,1.60198,1.1744,1.03308,0.000143097,0.000143097,0.000143097
90,5032.56,0.88026,1.70822,0.78857,1.06583,0.72161,0.75546,0.77069,0.51344,0.69213,0.77182,0.76405,0.49004,1.23197,1.59074,1.17925,1.04611,0.000132098,0.000132098,0.000132098
91,5064.69,1.00276,1.78912,0.93143,1.10925,0.72507,0.73649,0.75552,0.51239,0.71879,0.76371,0.75578,0.49201,1.2123,1.55982,1.19724,1.04192,0.000121099,0.000121099,0.000121099
92,5098.76,0.98732,1.76362,0.88095,1.09393,0.74444,0.75467,0.77659,0.53198,0.76607,0.74545,0.77965,0.52032,1.22717,1.60637,1.15285,1.022,0.0001101,0.0001101,0.0001101
93,5131.82,0.95936,1.70843,0.84031,1.08514,0.795,0.73912,0.79247,0.54315,0.75524,0.74852,0.77957,0.51846,1.19864,1.57295,1.13504,1.03043,9.91012e-05,9.91012e-05,9.91012e-05
94,5164.47,0.93892,1.69458,0.83371,1.0801,0.80443,0.74589,0.8022,0.5506,0.79043,0.75233,0.78658,0.52129,1.18717,1.5451,1.0966,1.01042,8.81023e-05,8.81023e-05,8.81023e-05
95,5196.91,0.94315,1.71178,0.83472,1.07457,0.77026,0.76611,0.79559,0.53959,0.75027,0.7682,0.78683,0.52224,1.21094,1.58465,1.10241,1.01457,7.71034e-05,7.71034e-05,7.71034e-05
96,5229.24,0.91971,1.66877,0.81513,1.06535,0.74158,0.7544,0.7806,0.53475,0.73094,0.74889,0.76905,0.50581,1.18681,1.5703,1.10352,1.01812,6.61045e-05,6.61045e-05,6.61045e-05
97,5261.13,0.9117,1.64271,0.80022,1.06725,0.79475,0.75162,0.80031,0.54335,0.75731,0.76494,0.78891,0.5168,1.16971,1.55578,1.07725,1.00699,5.51056e-05,5.51056e-05,5.51056e-05
98,5293.76,0.92524,1.67272,0.81668,1.07282,0.78864,0.73389,0.79712,0.54727,0.76964,0.76,0.79063,0.51349,1.18384,1.5539,1.08758,1.0084,4.41067e-05,4.41067e-05,4.41067e-05
99,5324.29,0.90714,1.65348,0.80068,1.06043,0.79849,0.76514,0.80243,0.54731,0.77303,0.75116,0.79137,0.53251,1.18138,1.55964,1.08042,1.0124,3.31078e-05,3.31078e-05,3.31078e-05
100,5356.09,0.90119,1.65363,0.8004,1.0549,0.79644,0.76167,0.80134,0.54647,0.7639,0.75716,0.78874,0.52651,1.17527,1.55329,1.07968,1.01307,2.21089e-05,2.21089e-05,2.21089e-05
